iteration,best_blackout_risk,best_brownout_risk,reward
99,0,0,-293.1284851874171
99,0,0,-31.151510788079012
99,0,0,1468.22697464703
99,0,0,-221.9010710499439
99,0,0,-25.72560827146931
99,0,0,-270.6827237576797
99,0,0,-219.73053009858828
99,0,0,-212.6470631031959
99,0,0,1475.4251527550628
99,0,0,-30.313356966922743
99,0,0,-221.47876365685374
99,0,0,1471.1352286257884
99,0,0,-22.85394404317834
99,0,0,-218.07605515766943
99,0,0,-217.68186242838965
99,0,0,-51.12271279068161
99,0,0,1468.8639923660505
99,0,0,-229.47843728377106
99,0,0,-25.79933392768008
99,0,0,-217.6269470488218
99,0,0,-26.788371508052442
99,0,0,-215.72826099067768
99,0,0,-215.53827844452167
99,0,0,-227.34883602726703
99,0,0,-222.33005696249023
99,0,0,-224.88285557961098
99,0,0,-213.58186532120098
99,0,0,-216.87618272161063
99,0,0,-218.6599267536105
99,0,0,-210.95535794163695
99,0,0,-34.454044100606026
99,0,0,-37.0099315132941
99,0,0,-29.636139189862117
99,0,0,-226.26682076637573
99,0,0,-230.4060934387514
99,0,0,-28.51839228600643
99,0,0,-228.2903473396386
99,0,0,-221.04040408832256
99,0,0,-22.421851844364582
99,0,0,-227.68689562702073
99,0,0,-221.6904208060093
99,0,0,-30.051051036530236
99,0,0,-224.49836160004722
99,0,0,-30.81917802493873
99,0,0,-226.61358553345715
99,0,0,1472.2427029264115
99,0,0,-228.37652339942184
99,0,0,-47.441872972088724
99,0,0,-219.06358490808944
99,0,0,-229.71836924411244
99,0,0,-218.6424009091425
99,0,0,-223.7683338601212
99,0,0,1471.8361884598419
99,0,0,-219.39364239860686
99,0,0,-28.800503070889253
99,0,0,-25.615575040770004
99,0,0,-228.77452159850756
99,0,0,-31.452385436219483
99,0,0,-30.221204350387
99,0,0,-27.529509938387058
99,0,0,-27.672436152135496
99,0,0,-217.18595419988114
99,0,0,-24.891440222146628
99,0,0,-29.23789818750958
99,0,0,1470.7743793930276
99,0,0,1469.2955967546293
99,0,0,-31.34543667717908
99,0,0,-46.4537901304255
99,0,0,-30.07851412942321
99,0,0,-25.107817256580365
99,0,0,-217.2777051096916
99,0,0,-276.61946836155374
99,0,0,-28.700513059924024
99,0,0,-33.17684419177477
99,0,0,-29.040341901211452
99,0,0,-220.19550442115096
99,0,0,-30.01419777616249
99,0,0,-46.48967455221296
99,0,0,-214.25657660886668
99,0,0,-223.768411094461
99,0,0,-28.635960507583473
99,0,0,-223.53406891936325
99,0,0,1469.0239864665239
99,0,0,-28.702358822289725
99,0,0,-30.745533123992118
99,0,0,-223.98271881817502
99,0,0,-227.17358138428273
99,0,0,972.9802666381678
99,0,0,-28.797543749110496
99,0,0,-218.75903010820699
99,0,0,-222.42944504158757
99,0,0,-26.85815591385043
99,0,0,-25.826191643191454
99,0,0,-222.24979987972486
99,0,0,-224.22850934317526
99,0,0,-47.91897337526744
99,0,0,-40.055566133341024
99,0,0,1469.8203452355426
99,0,0,-25.450642762470327
99,0,0,-217.2863174606959
99,0,0,-221.46245223472607
99,0,0,-226.71314029372695
99,0,0,-28.58290442485673
99,0,0,-217.8607104388119
99,0,0,-29.13449586316421
99,0,0,-29.386721829560866
99,0,0,-229.07475999314153
99,0,0,-225.27008039412055
99,0,0,-230.71261886237454
99,0,0,-32.33840258546032
99,0,0,-28.95786991627068
99,0,0,-28.189893536675722
99,0,0,-227.6065005725211
99,0,0,-227.68411187334098
99,0,0,-31.246482565850656
99,0,0,-26.547488547479414
99,0,0,-31.387374481536078
99,0,0,-30.435316500396766
99,0,0,-35.71100446954165
99,0,0,-220.2853393662775
99,0,0,-29.93571776125446
99,0,0,-32.74754367847746
99,0,0,-226.7798446023089
99,0,0,-229.76679225592886
99,0,0,-226.86230386495805
99,0,0,-29.494544924955985
99,0,0,-28.143532711073288
99,0,0,-226.68313215690168
99,0,0,-223.07848710915678
99,0,0,-30.029861223851785
99,0,0,-228.0879103158771
99,0,0,-229.4510124753137
99,0,0,967.4181915311735
99,0,0,1470.148451028399
99,0,0,1470.6657413824637
99,0,0,-26.450963853664867
99,0,0,-28.30287980965891
99,0,0,-30.99700932519064
99,0,0,-31.326222105055404
99,0,0,-223.35825912293143
99,0,0,1468.2721319023935
99,0,0,-29.26864284153802
99,0,0,-227.0065299592773
99,0,0,-29.51800598759578
99,0,0,-30.96868137580805
99,0,0,-216.04278074336136
99,0,0,1468.9352519884226
99,0,0,-29.93457250250471
99,0,0,-228.45710111389613
99,0,0,-223.02106535511734
99,0,0,-28.77840780510183
99,0,0,-228.04676061914424
99,0,0,-229.08715054676284
99,0,0,-31.92897583118087
99,0,0,1473.2950957121577
99,0,0,-227.62034762699304
99,0,0,1468.4282915123404
99,0,0,1471.49717421459
99,0,0,1469.901088828771
99,0,0,-226.62992706824497
99,0,0,-228.2850069259109
99,0,0,968.0772820566096
99,0,0,-31.077782486124487
99,0,0,-30.103952510148805
99,0,0,-30.120143887649782
99,0,0,-28.36699365012824
99,0,0,-27.651887126275838
99,0,0,-29.58222218999952
99,0,0,-29.41299486413799
99,0,0,-225.2997642132683
99,0,0,-29.917280697312705
99,0,0,-227.2732823460921
99,0,0,-29.059718639461614
99,0,0,-31.03867455994504
99,0,0,-231.2938748820242
99,0,0,-231.31956559899592
99,0,0,-32.081194703319134
99,0,0,-228.27758191400127
99,0,0,-50.81654753544404
99,0,0,-222.03203490482457
99,0,0,-31.748483606394878
99,0,0,-231.79487223877328
99,0,0,-30.93483199693261
99,0,0,-24.72927943013339
99,0,0,-27.207883167442482
99,0,0,-30.214943754841265
99,0,0,-30.766444410964123
99,0,0,-31.968619653232597
99,0,0,-30.41947005122104
99,0,0,-28.461457132144858
99,0,0,-225.65224067574894
99,0,0,-230.65512542567237
99,0,0,-29.40152848682701
99,0,0,-44.41980588697567
99,0,0,-34.21910382949845
99,0,0,-31.11559618243335
99,0,0,-228.8971903803586
99,0,0,-32.160605803155306
99,0,0,-224.62404639449943
99,0,0,-26.025224897704923
99,0,0,-33.0993029303558
99,0,0,-227.58747892468517
99,0,0,-29.897751303712717
99,0,0,-28.454262025705706
99,0,0,-228.01487256512453
99,0,0,-229.8467416699849
99,0,0,-220.67837315555087
99,0,0,-227.87931922155943
99,0,0,-229.31402523642802
99,0,0,-227.9570426584695
99,0,0,-231.50702936579788
99,0,0,-29.989800974029958
99,0,0,-230.42107788496756
99,0,0,1470.226490505046
99,0,0,1467.6414695956166
99,0,0,-29.081703119698897
99,0,0,1470.604624306503
99,0,0,-32.684478810583116
99,0,0,-30.076169703633845
99,0,0,-30.741112298861008
99,0,0,1467.503271930791
99,0,0,1474.262195673339
99,0,0,-217.83362023313248
99,0,0,-31.089783308586277
99,0,0,-31.147360104740404
99,0,0,-225.88255987720052
99,0,0,-37.36518245588963
99,0,0,-28.899728773722675
99,0,0,-25.582026483998618
99,0,0,-31.910499706050253
99,0,0,-231.47963746214288
99,0,0,-228.4282886975953
99,0,0,-33.01701839971431
99,0,0,-228.16663134391476
99,0,0,-31.7155902137741
99,0,0,-30.837753227595226
99,0,0,-224.78637404716565
99,0,0,969.7241127789097
99,0,0,-31.711255186230446
99,0,0,-226.9411059985457
99,0,0,-30.335441362140145
99,0,0,-227.2272095566901
99,0,0,1467.209177119233
99,0,0,-28.882453012606387
99,0,0,-231.17676040897464
99,0,0,-28.760986851158187
99,0,0,-31.776880032887835
99,0,0,-230.7158622956585
99,0,0,-29.472875075888133
99,0,0,-231.2914717019563
99,0,0,-31.523255133867345
99,0,0,-31.281851054162466
99,0,0,-227.96131413389585
99,0,0,966.3142261218059
99,0,0,965.8777124497794
99,0,0,-31.989790515188915
99,0,0,-28.19137073291938
99,0,0,-30.133600997573225
99,0,0,-229.94473207324387
99,0,0,-28.798679108683643
99,0,0,-31.897051185332785
99,0,0,-228.69672668906176
99,0,0,-31.489905722673758
99,0,0,-32.832264426956456
99,0,0,-225.30186559061957
99,0,0,-228.80173550845578
99,0,0,-232.40588083336053
99,0,0,1469.163664572579
99,0,0,-229.65646607874407
99,0,0,-220.23164865422365
99,0,0,-228.77136847508643
99,0,0,-231.98149656812612
99,0,0,-36.15783502965341
99,0,0,-30.04031689059243
99,0,0,-28.65309725020033
99,0,0,-231.0223551029668
99,0,0,-227.49413743875007
99,0,0,-29.635670373678202
99,0,0,-33.8342913978268
99,0,0,-26.575388557419465
99,0,0,-26.217633342831064
99,0,0,-29.743548551318597
99,0,0,-226.48416136819492
99,0,0,-26.304584124836655
99,0,0,-222.23463628573083
99,0,0,1468.6591659854855
99,0,0,-30.96965211259597
99,0,0,-30.46299104226483
99,0,0,-228.07365916859283
99,0,0,-46.248261691265725
99,0,0,-32.127660052867434
99,0,0,-30.932596741504216
99,0,0,-229.3357115859477
99,0,0,-230.93427740688378
99,0,0,-231.8730289140557
99,0,0,1468.5449476024664
99,0,0,-31.152980581327164
99,0,0,-226.0903824825033
99,0,0,-229.92255211370963
99,0,0,-30.482266210852217
99,0,0,-29.62272700780403
99,0,0,-28.534684952718628
99,0,0,-31.562093565831184
99,0,0,-231.32470907751159
99,0,0,-30.826470733937512
99,0,0,-28.937451221864915
99,0,0,-230.379723443322
99,0,0,-31.642411316334314
99,0,0,-232.7687372948006
99,0,0,-27.229987953563025
99,0,0,-31.485022267969974
99,0,0,-224.4051076410423
99,0,0,-231.31589624883813
99,0,0,-31.2698651725633
99,0,0,-230.9747003323584
99,0,0,-32.71260205684054
99,0,0,-228.81312033411243
99,0,0,-31.76709590496997
99,0,0,-231.07283270235783
99,0,0,-33.70592382639408
99,0,0,-230.84768902171203
99,0,0,-32.04497425639449
99,0,0,1468.9456076511665
99,0,0,1469.8743802670294
99,0,0,-31.21548522681272
99,0,0,-30.115047718452125
99,0,0,-231.95467151487824
99,0,0,-31.571613475321097
99,0,0,-29.155023447333114
99,0,0,-230.7391551942125
99,0,0,-29.01483714495232
99,0,0,-228.94117252576845
99,0,0,-31.709059078754475
99,0,0,-32.91047573396666
99,0,0,-229.3427354515324
99,0,0,-229.30878998780753
99,0,0,-226.7690323881948
99,0,0,1466.7456729891771
99,0,0,-231.7658493085138
99,0,0,-52.41650450777728
99,0,0,-224.65755212816433
99,0,0,-25.895683754973625
99,0,0,-30.678488061636386
99,0,0,-230.79601396658677
99,0,0,-229.52940581381063
99,0,0,-32.584908994455986
99,0,0,-227.9146656810956
99,0,0,-230.99045222488533
99,0,0,-225.80754723045015
99,0,0,-230.94130293502772
99,0,0,-31.103032625717265
99,0,0,-230.04940515669747
99,0,0,-228.63302769305423
99,0,0,1467.7860323754248
99,0,0,-41.188921036900666
99,0,0,968.6572789419484
99,0,0,-225.23475510790075
99,0,0,-28.232206347105326
99,0,0,-32.79088459403093
99,0,0,-30.642699518189335
99,0,0,-228.0869355239151
99,0,0,1471.066916062798
99,0,0,1469.540308871457
99,0,0,1468.3637040236417
99,0,0,-232.28307875009764
99,0,0,-43.278313941042335
99,0,0,-29.98079745194679
99,0,0,-30.792224933332648
99,0,0,-29.11074211934399
99,0,0,-225.31978794599635
99,0,0,-31.569194001632333
99,0,0,972.0508806478854
99,0,0,-33.06629193215082
99,0,0,-32.650438682868554
99,0,0,-31.49140887033678
99,0,0,-27.65404937565118
99,0,0,-30.643824885927234
99,0,0,-225.30586891548776
99,0,0,-32.202380853547716
99,0,0,-32.35279063946769
99,0,0,-52.71606964117242
99,0,0,-225.85188886133506
99,0,0,-32.96867799309719
99,0,0,-31.938097137271498
99,0,0,-222.7719808514703
99,0,0,-31.266238416197826
99,0,0,1468.537659779167
99,0,0,-229.5031768777858
99,0,0,-230.5307082021368
99,0,0,-27.02102235500469
99,0,0,-232.93386326604372
99,0,0,969.0688392487607
99,0,0,-29.555420795261618
99,0,0,969.0283729726581
99,0,0,-31.728043820124313
99,0,0,-226.94926126992638
99,0,0,-31.036497362089616
99,0,0,-26.03573023371585
99,0,0,-229.16848143054264
99,0,0,-229.72116122973944
99,0,0,-31.752409693954988
99,0,0,-27.16196445638401
99,0,0,-228.86761602189034
99,0,0,-32.252584740543135
99,0,0,1468.7509109817752
99,0,0,-33.501468838634764
99,0,0,-32.43507272475276
99,0,0,-30.03136850749734
99,0,0,-32.036268610358896
99,0,0,-31.520296517870243
99,0,0,-231.18104702237503
99,0,0,970.065221234045
99,0,0,-32.89730779663985
99,0,0,-31.05161370197176
99,0,0,-230.41069107179567
99,0,0,-33.083234162485674
99,0,0,-30.47419027133246
99,0,0,-32.143629983383796
99,0,0,-30.97803152034068
99,0,0,-31.52298303077663
99,0,0,-231.50518652895965
99,0,0,-28.911997787641525
99,0,0,-29.72136115712151
99,0,0,968.0519247282309
99,0,0,-228.48524333257654
99,0,0,1470.488087448942
99,0,0,-228.1314317283845
99,0,0,-230.11472611566734
99,0,0,1469.2388700110132
99,0,0,-231.91142448007358
99,0,0,-27.805432577082588
99,0,0,-30.3822908308704
99,0,0,969.7003113934574
99,0,0,-30.691577074774706
99,0,0,-31.936156980319996
99,0,0,-35.57027298695131
99,0,0,1467.9167569913689
99,0,0,-30.813381221591033
99,0,0,1466.6138973653092
99,0,0,969.2142041924831
99,0,0,-28.50756814611202
99,0,0,-31.359617128065008
99,0,0,968.5970880746639
99,0,0,1468.3847336812041
99,0,0,-32.04043612296171
99,0,0,-228.51033798970815
99,0,0,-231.00512645569952
99,0,0,-28.657205407059617
99,0,0,-29.65509865599145
99,0,0,-229.7100524786908
99,0,0,-229.84923032471715
99,0,0,-229.92432185345788
99,0,0,-30.979554461703092
99,0,0,-225.31831360142516
99,0,0,-26.681751337538643
99,0,0,-31.098694621154824
99,0,0,-33.88365251158966
99,0,0,-228.7343413579207
99,0,0,-31.92034959214297
99,0,0,-229.6482905588047
99,0,0,-30.511868349781004
99,0,0,-32.208453604996606
99,0,0,-54.44515242603031
99,0,0,-230.97689040324641
99,0,0,-226.8963420603376
99,0,0,-29.575064494585455
99,0,0,-32.22743344418852
99,0,0,-33.58746466031565
99,0,0,1468.6642915424973
99,0,0,-27.19360777170162
99,0,0,-225.12730067018933
99,0,0,1468.6777953072542
99,0,0,967.8652810075324
99,0,0,-31.01645805200795
99,0,0,968.5727290095768
99,0,0,1466.2530857384822
99,0,0,-31.81016828524816
99,0,0,966.6841662513474
99,0,0,-32.35806915853058
99,0,0,-31.37021891099761
99,0,0,966.5912010201586
99,0,0,-30.688603581585685
99,0,0,-47.507956321451736
99,0,0,-30.47431058869492
99,0,0,-31.759565805105662
99,0,0,971.2134928330488
99,0,0,-31.712279793045603
99,0,0,-28.443832574625937
99,0,0,-34.47613048370738
99,0,0,-29.827593624627205
99,0,0,-31.09625106543344
99,0,0,-30.315845702362687
99,0,0,-30.30610672328358
99,0,0,-28.220397200256436
99,0,0,-33.89388953881172
99,0,0,-274.0025264638088
99,0,0,-31.82183712074832
99,0,0,-224.58508182047132
99,0,0,967.7576718068347
99,0,0,1470.276719121645
99,0,0,-31.299023187868915
99,0,0,-31.125314097071268
99,0,0,-31.30817976810912
99,0,0,-35.18532988898229
99,0,0,-33.27450613733969
99,0,0,-228.80725973828808
99,0,0,-29.59795460599274
99,0,0,1469.4524849700401
99,0,0,1470.1136440039481
99,0,0,-29.691521541780972
99,0,0,-33.47171436525046
99,0,0,-32.056557472467595
99,0,0,1470.5046550066666
99,0,0,-31.83215920078945
99,0,0,-28.454225026730562
99,0,0,-30.055097129070113
99,0,0,-46.21455916587353
99,0,0,968.0993143309596
99,0,0,1468.0276008102599
99,0,0,-30.747623789906285
99,0,0,-28.210633490350556
99,0,0,-231.2326932459669
99,0,0,-33.82282629069032
99,0,0,-230.06711431441477
99,0,0,-32.70681821395138
99,0,0,-32.74494741372986
99,0,0,1468.4175128823754
99,0,0,-232.6411353225798
99,0,0,-32.67633326479078
99,0,0,1467.2989207688845
99,0,0,-30.416325051959884
99,0,0,-233.03914615042916
99,0,0,1468.4633198100785
99,0,0,-264.79854763720925
99,0,0,-28.45292167706659
99,0,0,1469.4712146015713
99,0,0,-33.09205709418167
99,0,0,1468.3087507109724
99,0,0,-30.84013793890905
99,0,0,-31.293663863419336
99,0,0,-37.87685112595253
99,0,0,-27.65448446117182
99,0,0,-33.68144974512306
99,0,0,-28.6000174613741
99,0,0,1466.9195148787649
99,0,0,-30.42429402331012
99,0,0,-31.25407741105057
99,0,0,-31.05716407583808
99,0,0,-229.11162678224113
99,0,0,-29.755848699314544
99,0,0,-29.63647310130812
99,0,0,967.381961374793
99,0,0,1467.159867498746
99,0,0,-29.779969308988342
99,0,0,-32.65763978548594
99,0,0,-225.15446049078741
99,0,0,-30.35038180106384
99,0,0,-228.5370246936236
99,0,0,-31.73269178632931
99,0,0,-28.248367085830818
99,0,0,-37.89789488980707
99,0,0,-28.620409625373405
99,0,0,-29.701959253936373
99,0,0,1469.4948279776659
99,0,0,-29.77911691256586
99,0,0,-31.219775890335754
99,0,0,-30.376927940062092
99,0,0,-41.32984624319148
99,0,0,-32.43751955824184
99,0,0,-226.18948908157176
99,0,0,969.4181960927355
99,0,0,-29.487602881202726
99,0,0,-224.84576772436225
99,0,0,-30.646952583755606
99,0,0,-33.42709413151655
99,0,0,-30.475781644693733
99,0,0,1467.0722353102728
99,0,0,-31.49346532483392
99,0,0,1468.2142248512905
99,0,0,-29.11623426881002
99,0,0,1468.2584674459363
99,0,0,-26.98003809033142
99,0,0,-31.6014295241031
99,0,0,-34.73019493948384
99,0,0,-33.013355387946184
99,0,0,-32.296799769148194
99,0,0,-31.0860024544855
99,0,0,-228.87679719231116
99,0,0,-32.195187934364846
99,0,0,-41.44933306405385
99,0,0,-227.24340846864
99,0,0,-28.203113995821944
99,0,0,-226.37722164888427
99,0,0,-31.69066805906192
99,0,0,-29.283211286300887
99,0,0,1470.6747426945271
99,0,0,-31.35168925586965
99,0,0,-30.329169439519507
99,0,0,-226.89614523611223
99,0,0,-229.63394415984874
99,0,0,968.9055467564414
99,0,0,-232.34413831878342
99,0,0,-30.893966930565455
99,0,0,-30.292596490949247
99,0,0,-32.51532959048244
99,0,0,-31.66334429351915
99,0,0,-31.544753591484422
99,0,0,966.9858752978726
99,0,0,-229.16308172919014
99,0,0,-46.19030287505197
99,0,0,-30.934161788843156
99,0,0,-26.05307747782475
99,0,0,-32.16063761109226
99,0,0,-229.74492587824304
99,0,0,-31.954493315044225
99,0,0,-31.3083542316794
99,0,0,-34.12807240449896
99,0,0,-29.16930692288138
99,0,0,-32.785205573115114
99,0,0,1467.2814253742883
99,0,0,-29.842025547229376
99,0,0,-30.22724728159084
99,0,0,-31.603092025146683
99,0,0,-233.02372804049824
99,0,0,-228.71576522027172
99,0,0,-31.090303749809703
99,0,0,-29.406478137209415
99,0,0,1469.79684918015
99,0,0,-225.43284471645632
99,0,0,-31.320797739663213
99,0,0,967.7602761073201
99,0,0,-32.27647087898959
99,0,0,967.0650423922888
99,0,0,-30.100406966795944
99,0,0,-229.9241452175718
99,0,0,-32.085352870726055
99,0,0,-28.969132708900776
99,0,0,-31.36779080159729
99,0,0,-26.835675144316603
99,0,0,1468.620503430431
99,0,0,-31.617319189340186
99,0,0,1466.6127945616754
99,0,0,1468.1642847638905
99,0,0,-32.733567936557776
99,0,0,-230.80402781028806
99,0,0,-228.73169322508656
99,0,0,-29.03949655844295
99,0,0,966.7803471635684
99,0,0,-228.0752296280271
99,0,0,-28.37371078598076
99,0,0,-30.83647961167754
99,0,0,-229.62100738363083
99,0,0,-31.932138511510068
99,0,0,-30.640685854005294
99,0,0,-30.302240463065814
99,0,0,-30.44025864127507
99,0,0,-53.48396845923761
99,0,0,-33.2783398661952
99,0,0,-29.90239145191331
99,0,0,-26.93011154369947
99,0,0,-32.48628503043482
99,0,0,-35.08028953326761
99,0,0,-31.606808829958766
99,0,0,-29.957807315751495
